Time,Event_Type,Duration_ms
01:15:59,MEM_TRANSFER,0.0708
01:15:59,MEM_TRANSFER,0.0695
01:15:59,MEM_TRANSFER,0.0636
01:15:59,MEM_TRANSFER,0.1214
01:15:59,MEM_TRANSFER,0.4553
01:15:59,MEM_TRANSFER,0.4523
01:15:59,MEM_TRANSFER,0.4494
01:15:59,MEM_TRANSFER,1.0871
01:15:59,MEM_TRANSFER,2.4011
01:15:59,MEM_TRANSFER,0.0705
01:15:59,MEM_TRANSFER,2.3917
01:15:59,MEM_TRANSFER,2.3943
01:16:03,MEM_TRANSFER,0.0548
01:16:03,MEM_TRANSFER,0.0603
01:16:03,MEM_TRANSFER,0.0551
01:16:03,MEM_TRANSFER,0.1156
01:16:03,MEM_TRANSFER,0.4424
01:16:03,MEM_TRANSFER,0.4534
01:16:03,MEM_TRANSFER,0.4404
01:16:03,MEM_TRANSFER,1.0869
01:16:03,MEM_TRANSFER,2.3809
01:16:03,MEM_TRANSFER,0.0599
01:16:03,MEM_TRANSFER,2.3712
01:16:03,MEM_TRANSFER,2.3777
01:16:03,MEM_TRANSFER,0.1202
01:16:03,MEM_TRANSFER,0.0585
01:16:03,MEM_TRANSFER,0.0835
01:16:03,MEM_TRANSFER,0.0953
01:16:03,MEM_TRANSFER,0.0935
01:16:03,MEM_TRANSFER,0.0914
01:16:03,MEM_TRANSFER,0.1467
01:16:03,MEM_TRANSFER,0.2461
01:16:03,MEM_TRANSFER,0.2572
01:16:03,MEM_TRANSFER,0.0508
01:16:03,MEM_TRANSFER,0.4746
01:16:03,MEM_TRANSFER,0.7561
01:16:03,MEM_TRANSFER,0.9331
01:16:03,MEM_TRANSFER,0.1811
01:16:03,MEM_TRANSFER,0.1898
01:16:03,MEM_TRANSFER,0.0762
01:16:03,MEM_TRANSFER,0.1941
01:16:03,MEM_TRANSFER,1.0607
01:16:03,MEM_TRANSFER,1.1632
01:16:03,MEM_TRANSFER,1.4709
01:16:03,MEM_TRANSFER,0.1864
01:16:03,MEM_TRANSFER,0.2284
01:16:03,MEM_TRANSFER,0.2306
01:16:03,MEM_TRANSFER,0.219
01:16:03,MEM_TRANSFER,2.9296
01:16:03,MEM_TRANSFER,0.1814
01:16:03,MEM_TRANSFER,0.2377
01:16:03,MEM_TRANSFER,0.2352
01:16:03,MEM_TRANSFER,0.22
01:16:03,MEM_TRANSFER,0.4277
01:16:03,MEM_TRANSFER,0.1798
01:16:03,MEM_TRANSFER,0.0561
01:16:03,MEM_TRANSFER,0.2206
01:16:03,MEM_TRANSFER,0.2356
01:16:03,MEM_TRANSFER,2.9308
01:16:03,MEM_TRANSFER,0.2082
01:16:03,MEM_TRANSFER,0.1927
01:16:03,MEM_TRANSFER,2.9241
01:16:03,MEM_TRANSFER,0.1929
01:16:03,MEM_TRANSFER,0.2232
01:16:05,MEM_TRANSFER,0.0635
01:16:05,MEM_TRANSFER,0.0635
01:16:05,MEM_TRANSFER,0.0629
01:16:05,MEM_TRANSFER,0.118
01:16:05,MEM_TRANSFER,0.448
01:16:05,MEM_TRANSFER,0.4516
01:16:05,MEM_TRANSFER,0.445
01:16:05,MEM_TRANSFER,1.0851
